txt_cleaned;CodeGpt
Io e [NAME1] siamo tornati alla residenza questa qua nuova a [INSTITUTION1], abbiamo visto la camera di [NAME2], che effettivamente è molto piccola e non mentirò, mi sono sentito un attimo costretto in quella stanzina. Quindi non lo so, mi ha messo molta agitazione, molta ansia, cioè mi è mancato proprio il respiro. Sarà per le dimensioni, sarà per il fatto che è nuova e quindi la puzza di vernice, però mi ha dato fastidio. Poi abbiamo visto la camera di [NAME1], mi ha fatto la stessa impressione, ma un po' di meno. Poi però mi sono rilassato, abbiamo parlato insieme, abbiamo guardato un po' la stanza. Non è così tragica e quindi mi sono sentito un poco meglio. E adesso sono tornato in camera mia e sto tranquillo. ;1778
"Ero nella vecchia palestra, incontravo un signore e gli dicevo: ""Guarda, qui non ci sono più. Per ora in questa palestra, ho cambiato"". E lo abbracciavo. ""Ciao"", ci si salutava, mi commuovevo un po' così.";1779
"Io, [NAME1] e insieme ad altre due persone, [NAME2] e [NAME3], dovevamo partire e andare a [PLACE1] a prendere l'aereo per andare al Sud. La destinazione finale era un'isola, tipo la Sicilia o la Sardegna. Dovevamo partire e loro facevano tutto molto con calma e io invece ero l'unica che era più di fretta, che spronava, diceva: ""Ma allora sono pronte le cose? Le valigie ce l'abbiamo? Possiamo andare? Ehm chi è la più veloce a guidare?"". Uhm loro tranquillissime, proprio, facevano le cose con calma e questo un pochettino mi infastidiva e dicevo: ""Ok, va bene, allora la prendo io la macchina, guido io, ehm, andiamo. Uhm e però voi nel mentre dovete acquistare i biglietti per l'aereo"" e anche quello non veniva fatto. Prima dovevano acquistare i biglietti per il treno, perché ho detto: ""Va bene, andiamo a [PLACE2], che è la stazione più vicina a casa mia e poi, con il treno, andiamo fino a [PLACE1]"". Solo che, nel momento in cui ci rendiamo conto che è tardi per partire, il treno per un minuto era già passato a [PLACE2], o doveva esser passato. La certezza non ce l'avevamo, però quindi ho detto: ""Ok, non facciamo più in tempo a prendere questo treno qua, altrimenti perdiamo anche l'aereo"". Quindi dico: ""Va bene guido io, prendo io la macchina, andiamo di corsa"". Le altre, con molta calma, uhm, salgono in macchina, partiamo e arriviamo all'aeroporto, tutta una corsa anche lì, e lì troviamo anche altre persone che devono prendere il nostro stesso aereo. Sono persone della zona perché in realtà noi stiamo andando in questa destinazione perché c'è un matrimonio al quale siamo invitati tutti. Quindi riconosciamo che c'è tizio, caio e cose varie. Finalmente riusciamo a prendere l'aereo e è un aereo molto piccolo, uhm, tipo di un'ottantina di posti, forse anche meno, e anche per salire le persone fanno tutto molto con tranquillità. Allora io vado, salgo tra le prime, faccio tutto di corsa e decido di mettermi al finestrino accanto ad un signore che si chiama Fabrizio, che lui è originario della Sardegna, però ha anche la casa qua accanto casa mia, una seconda casa. E lui era qua, era già montato sull'aereo e si era anche già legato, quindi io per montare, andare accanto a lui dalla parte del finestrino faccio tutto con molta difficoltà perché appunto devo passare sotto alla sua cintura, vado accanto e niente. Durante il viaggio in macchina chiedo a [NAME1] dove fosse [NAME4], la sua bimba, e lei mi dice che insomma era già giù, arrivata a destinazione. Lei non era ancora partita perché aveva da lavorare e le chiedo allora con chi era giù. E lei mi dice: ""sì, ovviamente è giù con il papà, con [NAME5]"". E poi dopo siamo già arrivati a destinazione, è l'ora di andare a nanna. E [NAME4], anziché fare la nanna con mamma e papà, fa la nanna nella mia stessa camera, fa la nanna con me, io la metto sul lettino e lei cerca di addormentarsi da sola e io nel mentre preparo le mie cose. E lei, bravissima, si addormenta.";1780
"Parlavo con [NAME1] e [NAME1] mi diceva: ""ma i siciliani non sono come tutti gli altri terroni, sotto Pisa sono tutti terroni. Guarda anche Lucca come sono pesanti e rompicoglioni. Invece a Pisa no, e lo stesso in Sicilia"".";1781
Il centro del sé. Lo vedevo chiaramente. Qualcosa a cui si aveva accesso, tutto il resto rimaneva indietro, tutto il resto perdeva importanza. Senso di serenità, pienezza.;1782
"Ero in giro con gli amici. Si descriveva in maniera piuttosto accurata di una pasticceria, una pasticceria in cui io e una mia amica chiamata [NAME1], siamo andati, eravamo andati a prendere tutta una serie di paste e alcuni che ... e un paio di manicaretti salati da portare a un'uscita con gli amici, a mangiare tutti assieme. Parlavamo con i proprietari, ecco, della pasticceria, che tra l'altro a quanto pare era una delle più serie, tutte aperte nello stesso supermercato, anzi centro commerciale. E di questo centro commerciale, sì, dicevano che la loro era quella che vendeva di meno di sede. Noi eravamo dispiaciuti, ma dove siamo andati praticamente a trovarci con gli amici e in quel posto ... fatto sta che c'erano molti bar e noi andiamo in uno di questi. E insomma, di questi bar un cameriere, mentre stavamo passando ci racconta, cioè ci attira, mi attira, dicendo: ""Sì, venite qua, bevete una birra a due euro e cinquanta. Vi sedete e poi andate."" E io pensai ""cavolo, è poco, ci sta."" Allora ci sedemmo. E quando passa un'altro cameriere per ordinare, gli chiesi ... ""Insomma, vada per la birra"". E tutto è in realtà ... molto probabilmente tra l'altro il cameriere ci aveva un po' fregato, perché in realtà non c'era niente che costasse meno di quattro euro nel menù e che poi avremmo dovuto pagare il coperto, insomma, eccetera eccetera. Quindi capiamo che avevano provato a fregarci, perciò guardai l'ora e dissi:""Ah, ma sì, ci muoviamo, abbiamo un treno, è fra otto minuti, ci sono cinque minuti di strada, ce la possiamo fare"". Allora, mentre facevo ai miei amici, presero e partirono per andare al ... partì con loro per andare in stazione e dopo poco però mi accorsi che la mia giacca era nel mio zaino, che era rosso. Non li avevo più con me, quindi dovevo averli dimenticati al bar. Perciò tornai indietro, e però al bar non c'erano. Li cercai molto, ma non li trovavo, quindi me li avevano rubati. Anche dopo aver chiesto il cameriere, che mi diceva che mi disse che non ne sapeva niente. Presi e iniziai a correre velocissimo. Non mi stancavo a correre velocissimo fino alla stazione e correvo, correvo, correvo e attraversai anche i binari. Vabbè. Arrivato in questa stazione buia se non illuminata, dovevo incontrare i miei amici dietro delle scale. E lì finalmente prendemmo questo treno, eccetera, per tornare a casa. Poi lì praticamente vedo che nel gruppo Whatsapp degli amici inizia a scrivere qualcuno che ha uno strano nome. Diciamo così. E che aveva come foto una foto in cui indossava la giacca che io avevo perso. E diceva delle cose strane, provocatorie, mezzo in dialetto. E quindi capii che era lui che mi aveva rubato la giacca e lo zaino. E quindi capii che, insomma, era lui la persona da cui dovevo riprenderle. Perciò io su Whatsapp lo contatto chiedendogli di incontrarci in un posto. E lui acconsente, e io decido di chiamare la polizia per farla arrivare nello stesso posto. E insomma, riuscire a farmi restituire lo zaino che conteneva di tutto, più la giacca.";1783
Stavo studiando, adesso mi è venuto in mente di guardare, se ci sono delle nuove notizie sul concorso, quindi sto accendendo il computer. Ecco, sono un po' preoccupata per quando ci saranno le date, da dove ancora non è uscito niente e quindi non mi resta altro che studiare. Adesso poi sono ricominciate anche lezioni dell'università, allora adesso stavo organizzando un po' anche come andare poi la settimana prossima a lezione.;1784
Via pedonale, dehor di un bar e ci sono io che discuto con un militare basso e anziano, dall'altra parte, un militare italiano. Ehm e discuto sul fatto che non abbiamo un capo dell'esercito, perché il capo dell'esercito è appena morto, si è dimesso, non ce l'abbiamo e lui fa notare che sì effettivamente è un po' un problema, ma è un problema comune, ci sono tutta una serie di altri problemi, tipo il fatto che non abbiamo un ministero della difesa. Ehm e io penso e dico a questo militare che tenendo conto dell'evoluzione della geopolitica, del modo di fare le cose e del fatto che siamo nel duemilaventuno, il fatto che ci siano due ministeri diversi per gli esteri e per la difesa è un po' poco sensato.;1785
Eravamo rimasti fuori casa, io e il mio fidanzato, perché nessuno dei due aveva le chiavi e mia sorella e mia mamma erano fuori. Quindi... per fortuna lui aveva il suo computer. E... ci siamo messi a finire di guardare Kiki, il film dello studio Ghibli che avevamo cominciato l'altra notte, quindi niente, stavamo guardando il film. Poi sono arrivate loro. Quindi siamo entrati, sono andata a mettermi il pigiama. Fuori c'erano ancora le zanzare, per fortuna non faceva freddo, c'erano un sacco di bavose per qualche ragione. ;1786
Ho studiato come tutti il giorno in biblioteca e oggi sono da sola perché stamattina sono stata ad una laurea. Non ho incontrato i miei amici, sono un po' stonata, probabilmente dal fatto di aver sentito la discussione. In mattinata è successo anche un evento che mi ha dato un po' fastidio, quindi insomma, ho di sottofondo questo pensiero. E sono un po' nervosa.;1787
Immagini dai colori chiari, vivevo diverse situazioni in cui ero io la protagonista, legate alla vita reale.;1788
Mi aggiravo intorno all'[INSTITUTION1] di notte ehm passeggiavo tipo sulle mura ehm per tornare qua con altre persone sempre dell'[INSTITUTION1], probabilmente stavo tornando qua ehm è possibile che fosse un po' pericoloso in realtà, camminare di notte intorno all' [INSTITUTION1] ehm. ;1789
"Facevo una gita, tra virgolette, in Umbria. Arriviamo in questa piazza, come se ci fosse un centro storico, arriviamo in questa piazza dove c'era una chiesa. E c'è la facciata di questa chiesa costituita da delle pietre a bugnato tipo e che però una parte si scheggiano e cadono, quindi bisognava stare attenti perché eh, appunto, se ci si avvicinava troppo, si correva il pericolo di essere colpiti da queste pietre che cadevano dalla chiesa. E quindi mi meraviglio di questa cosa perché non m'era mai capitata una cosa del genere. E a tratti vedo anche tutto il mucchio, appunto, delle pietre o comunque le pietre sulla piazza. E questa chiesa si chiamava tipo San Uperandio, un nome del genere. E questa cosa, diciamo, mi colpisce tanto che mi ripeto spesso il nome di questa chiesa per ricordarmela. Poi mi ritrovo insieme ad una persona, un mio ex. E la sensazione è quella che come se: ""Oddio sì, mi ci ritrovo, perché mi rimetto nei casini? Ehm, come faccio? Eccetera"", quindi una sensazione un po' negativa: cioè lì per lì ci stavo bene, ma poi riflettevo, in generale, che non volevo rimettermi nei casini, non volevo stare con lui.";1790
"Dovevo rifare l'esame di maturità o, insomma, era un esame via. Però boh sottinteso quello di maturità e non avevo voglia di far niente, non avevo voglia di studiare. E quindi l'ho fatto molto male. Cioè molto male moralmente, cioè, che non mi ci sono impegnata, sbagliavo. E lì non era la mia scuola, non c'erano i miei compagni di classe, tranne uno. E c'erano le infermiere dell'attuale reparto dove lavoro, poi un mio cugino. E però alla fine dato che mi ero impegnato sempre a quanto pare, durante gli anni, eccetera eccetera, non mi davano un voto, un votaccio, prendevo tipo ottantacinque, quindi dicevo:""ah va bene ok, è andata bene lo stesso"".";1791
Sono a una conferenza che sta tenendo la mia moglie e devo guardare la bimba. Il pensiero più illuminante è stato quello di non far troppo casino alla mia figliola per non dare disturbo alla gente e che non mi scappi nella strada. Questa è la mia preoccupazione attuale. ;1792
C'era come un mucchio di qualcosa. Questa immagine, un mucchio tipo di rami, di legnetti.;1793
Mi trovavo con alcuni colleghi, in un posto all'aperto, e ognuno di noi prendeva una sedia e la spostava da un posto coperto ad un altro posto sotto gli alberi.;1794
