CodeRef;Code;trad_French;txt_cleaned;CodeGpt;ClaSon_raw_ens;ClaSon_conf_ens;TRUE_ClaSon;length_report;Valeur_Dream;Wake_Dream;Git_raw;Git_conf;ClaSon=Git;TRUE_Claude_Haiku 4.5;Gem;Gem_conf;TRUE_Gemini_Pro 3.1;SonnetGitCelia;SonnetGitCelia_conf;True_Claude_Sonnet 4.6;ClaSon=ClaGitCelia;Justif_compar_sonnet;Clas_Enzo;Confidence_Enzo;True_Human_expert;Justification_Enzo;Conf_Humanlike_ClaudeSonnetGitCelia;Enzo=Claude;conf claude erreur;True_Elce_Weight;;;Models;nmbr fautes;% de fautes ;moyenne conf;conf erreur;median erreur;median ;txt_length_errors;%Accuracy;;;;;;;;
XDL110;DL110;;"C'erano tante persone intorno a me, tanto movimento, tante chiacchiere. C'erano varie persone che mi chiedevano di fare i loro esperimenti e io mi sentivo in obbligo comunque cioè li volevo fare però gli dicevo ""Eh però aspettate che finisco questo e poi dopo farò anche tutti gli altri"", tante cose intorno a me, tanto movimento e anche io mi muovevo, parlavo";632;D;75;0;360;1;1;W;88;0;1;;;;D;85;0;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL152;;;Essendo al lavoro, mi sono occupata di cose di lavoro, quindi non ho avuto altri pensieri. ;633;W;92;0;91;0;0;W;90;1;0;;;;W;90;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL049;DL049;;Scoprivo che la mia ragazza mi tradiva, aveva una relazione con altre due persone contemporaneamente. E ovviamente questo poi mi ha lasciato dei sentimenti di rabbia, di sconcerto che poi si sono trasformati in parole pesanti e gesti anche un po' pesanti.;634;D;90;0;255;1;1;D;85;1;0;;;;D;90;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL207;DL207;;"Era qualcosa basato su ""Il lupo di Wall Street"". C'era il mio fidanzato che mi doveva dire delle cose... Ma [MISS].";635;D;80;0;115;1;1;D;70;1;0;;;;D;83;0;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
XDL062;DL062;;Ero in una sorta di ospedale. Ero in ospedale per poter fare delle analisi del sangue per controllarmi dei valori. Ehm, diciamo che quest'ospedale era un ospedale serra con tutte le piante, ehm, e ci lavorava questo mio amico botanico e praticamente era lui che poi mi ha fatto il prelievo eccetera. Ed era un misto tra un ospedale delle persone e un ospedale delle piante. E niente. Questo ospedale dove andavo a fare questi prelievi per dei controlli e le due persone incaricate di controllare le mie analisi in realtà assomigliavano un po' a due professori, una professoressa e la sua assistente. Questo spazio molto grande con queste piante, forse qualcuno si è chiuso in ascensore. ;636;D;92;0;687;1;1;D;85;1;0;;;;D;88;0;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL078;;;Stavo pensando che la sorella di [NAME1] sta per tornare a casa che era a Barcellona e ci ha, diciamo, dato in prestito la sua casa per due giorni. Sta per tornare, quindi devo sistemare la casa, lavare i piatti, sistemare la parte sopra della camera e stavo pensando che ho fame, vorrei mangiare. E mi sono fatta la doccia, mi sono lavata i capelli, ero a pensare a cosa devo fare stasera che dovrebbe venire mia sorella a mangiare da noi con mio nipote e non so cosa si mangerà, avevo voglia di pizza.   ;637;W;94;0;506;0;0;W;88;1;0;;;;W;90;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL075;;;Non sono stanca, anzi, diciamo che nonostante la giornata passata, stamattina a lavorare, oggi pomeriggio a chiacchierare con gli amici, non è stata poi una giornata così tanto impegnativa quindi, almeno fisicamente, non sono stanca. Mentalmente un pochino sì, ma non ho un'emozione particolare. E basta, non c'è un qualcosa di notevole da rilevare, un po' come tutte le sere. Le giornate sono piacevoli a settembre, quindi... un mese così, di riflessione, di pensieri, ma non certo di una brutta, diciamo così, vita. Tutto qua.;638;W;93;0;528;0;0;W;90;1;0;;;;W;91;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL058;;;Sono impegnata in un'attività di lavoro, un evento live. Quindi sono uscita un attimo per fare questa registrazione. Sono molto concentrata ma anche rilassata, soddisfatta. Abbiamo tanti partecipanti, gli studenti sono contenti quindi mi sento molto contenta ma molto concentrata. E questo dalle tre e mezzo che siamo in questo evento che sarà fino alle cinque e mezzo.  ;639;W;96;0;371;0;0;W;90;1;0;;;;W;90;0;1;;;;;;5;;;1;;;;;;;;;;;;;;;;;;;
DL096;;;Stavo pulendo la casa e ho messo un po' di musica e mi sono messa a pulire. Ho dato l'aspirapolvere, ho dato il cencio, ho pulito i piatti, ho lavato il piano cottura eccetera eccetera ed è stato un buon staccare dalla giornata... non lo so. Ho un po' staccato la testa e non ho pensato a niente, ho ascoltato la musica e ho pulito.;640;W;95;0;332;0;0;W;90;1;0;;;;W;91;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL065;;;Allora sono rientrata da lavoro, oggi ho avuto una giornata molto pesante, per cui miei pensieri sono stati rivolti a questa giornata pesante appunto al fatto che non sono riuscita a fare tutto ciò che avrei dovuto fare perché si sono incastrate delle cose impreviste. Quindi beh un po' ce l'ho con me stessa perché non sono riuscita appunto nell'intento, a raggiungere l'obiettivo, e poi niente. C'ho un sacco di pensieri che mi ronzano in testa di rabbia nei confronti delle cose che non vanno, non perché il fato vuole che non vadano, ma perché le persone non fanno sì che le cose vadano per il verso giusto. Niente, oggi sono molto stanca perché stanotte ho dormito poco. Per cui forse anche la stanchezza incide su questi pensieri. Per cui mi sento veramente un po' delusa, quindi rabbia, delusione, e così sempre io che rincorro il tempo e mi sembra di sprecare il tempo, a volte cioè di non utilizzarlo al cento per cento e come vorrei. Per cui insomma, un po' do la colpa ad agenti esterni, ma un po' do anche la colpa a me stessa. E alla volontà che non esercito in maniera corretta. ;641;W;96;0;1093;0;0;W;88;1;0;;;;W;90;0;1;;;;;;5;;;1;;;;;;;;;;;;;;;;;;;
DL172;;;Ero ancora nel palazzetto del basket che stavo parlando con un allenatore per un ragazzo che vorrebbe provare a fare basket. Mio figlio grande fa basket, e nulla. Quindi cosa mi passava per la mente parlavo con lui, quindi no, essenzialmente ero concentrata nel parlare con lui e intorno a me c'erano già dei ragazzi più grandi che giocavano. Il turno di mio figlio era finito... e cosa percepivo? Percepivo molta disponibilità da parte della persona che avevo di fronte nell'accogliere questo ragazzo. Questo eventuale ragazzo per la prova, quindi insomma, ecco tutto tranquillo... Insomma, sensazioni positive perché appunto molta disponibilità. E poi quando sono uscita fuori ho incrociato un'altra mamma con cui ho buoni rapporti, con cui siamo amiche, che era in macchina, che stava aspettando il figlio. Il mio in realtà non c'era, perché lui era andato in bici, ero casualmente qua vicino per via dell'altra, prima. Quindi anche lì, insomma, una persona conosciuta con cui sto bene, ci siamo messe all'inizio a parlare di alcune cose che magari a volte facciamo insieme, eccetera. E poi, vabbè, qualche sensazione un po' meno piacevole perché ci si stava un po' raccontando... intendo a vicenda, a volte magari delle difficoltà quotidiane come mamme o comunque, insomma, come gestione di tutto senza avere diciamo particolari magari aiuti, quindi magari poi ecco in quei momenti, quando uno si lamenta da una parte, un po' uno sfogo dall'altra. In effetti, però, poi vengono insomma addosso sensazioni magari meno piacevoli. E in quel momento eravamo fondamentalmente a bordo strada con le macchine che passavano altre mamme che magari ogni tanto passavano, e quindi insomma comunque entrambe situazioni diciamo tranquille. Ecco, insomma, alla fine non emozioni negative. ;642;W;96;0;1779;0;0;W;88;1;0;;;;D;82;1;0;;;;;;3;;;0;;;;;;;;;;;;;;;;;;;
XDL180;DL180;;"Ero come in una zona di periferia di una città. Stavo cercando affitto e mi avvicinavo a questa donna, transessuale, non molto vistosa, in realtà, nella sua apparenza. Si era appena liberato il posto per una coinquilina, ma c'era tipo una ragazza che aveva preso quel posto. E quindi dicevamo ""Ah, peccato"". Ero abbastanza disperato per la ricerca di questo posto. Partendo da quella casa, era tipo sera. Quindi passavamo attraverso un cancello con un manifesto che, come se fosse stato olografico, cambiava l'espressione, ma cambiava l'espressione come se ci fosse stato uno schermo digitale, ma era un manifesto di carta. Era un manifesto di carta dove c'era tipo una serata con un dj. C'erano molti volti e tra questi volti sembrava ci fosse David Guetta. C'era questo volto di quest'uomo con gli occhi azzurri, famoso dj, che si muoveva, però era un pezzo di carta appeso a una ringhiera, una cancellata, che io passavo attraverso. C'era come un cortile. Questa transessuale stava compiendo gli anni o comunque si era tutta ben vestita, si stava facendo uno chignon alla testa. Era vestita con un abito corto, stava molto bene. Capelli scuri, tutti tirati indietro in questo chignon sulla cima del capo. E eravamo io, questa e altre due persone, nel parlare era una conversazione collettiva. Passavo in questo cortile e fuoriuscivo da questo cortile, andando a prendere un autobus per andare verso il lavoro. Per la strada, fermavo alla fermata dell'autobus; la fermata dell'autobus era come se fosse stata su un ponte, quindi percepivo una strada sopraelevata. Io in mano avevo della carne. Come se fosse stata una bistecca, ma cruda, che mangiavo a pezzettini che io staccavo piano piano. Salivo sull'autobus, sul quale in realtà io ero già salito qualche altra volta, e tra l'altro ero già salito sempre da quel punto. E salivo sull'autobus, molto pieno, molto pieno. Ed erano tipo, sette e mezza, otto e mezza, era un orario che andava tipo sulla mezza, della mattina. E io sarei arrivato al lavoro, o comunque nel posto in cui stavo andando, ben superata la mezz'ora, come se ci volessero quaranta minuti, quarantacinque minuti, come se io fossi arrivato poi dopo alle otto e un quarto, nove e un quarto, dieci e un quarto. Era comunque mattina e mi sedevo su questo pullman, io mi sedevo in un'area dove non c'erano sedili, ma era come se fosse una piattaforma dove uno si siede. Mi sedevo e continuavo a mangiare questa carne. C'erano delle persone che mi guardavano, tipo studenti americani, un incubo. Tipo, due ragazze giovani americane che erano due o tre file davanti. Poi invece a terra, quindi in quel cortile, parlavo con altra gente, facevamo battute. C'era un uomo moro, alto con cui parlavo e ridevamo. Ma ridevamo collettivamente, quindi era proprio come se fosse stato un cerchio di tre, quattro, cinque persone, molto distanziati, così che tutti ci potessimo guardare. Quest'uomo più o meno era non al centro, ma comunque era la figura principale.";643;D;92;0;2972;1;1;D;80;1;0;;;;D;85;0;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL094;;;Mentre ero sotto la doccia, sono stato un po' a, diciamo, riflettere, ma era più un flusso di coscienza in realtà, sul fatto che a volte quando uno ha una qualche forma di patologia, nel mio caso vedi reflusso gastrico, sì poi alla fine se ce n'è bisogno, uno i farmaci li prende, però sempre con un po' di resistenza, e mi stavo interrogando a cosa fosse dovuta questa resistenza, ho ipotizzato che potesse essere, almeno in parte, anzi, al massimo in parte, una specie di prodotto della mascolinità tossica. Però vabbè, questo sicuramente non basta, anche se fosse, a spiegare la resistenza ecco. Questo è stato il principale pensiero, penso, e poi ce ne saranno stati sicuramente degli altri, tipo che essendo che mi ero appena allenato, mi è sembrato di sentire più il tono non nel gluteo maggiore ma piuttosto in quell'altro muscolo del complesso dei glutei, come si chiama?, quello laterale, gluteo medio?, gluteo mediale?, che mi sembra di starlo allenando bene, e so che è molto importante nella funzione di stabilizzazione e quindi sono fiero. Vabbè. E poi non so, altre fantasticherie del genere. ;644;W;90;0;1107;0;0;W;88;1;0;;;;W;90;0;1;;;;;;5;;;1;;;;;;;;;;;;;;;;;;;
XDL213;DL213;;Sensazione di calore, ma allo stesso tempo anche alcuni momenti di irrequietezza. Facevano parte del sogno alcuni dei miei amici ed era una situazione di festeggiare una ricorrenza. E però ci sono state delle incomprensioni.;645;D;78;0;224;1;1;D;85;1;0;;;;D;83;0;1;;;;;;4;;;1;;;;;;;;;;;;;;;;;;;
XDL054;DL054;;Mi trovavo all'aperto con diverse persone che conosco.;646;W;78;1;54;1;1;D;70;0;0;;;;D;72;0;0;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;
DL068;;;È tutto il giorno che pensavo proprio a questo momento, dico come starò e cosa proverò nel momento in cui dovrò registrare le mie sensazioni di questo momento. E' una cosa strana perché in questo momento sono in una piazza a Livorno con due amiche e un amico, una cosa molto improvvisata. E stiamo facendo un aperitivo, stiamo discutendo, cioè, chiacchierando in tranquillità e per un momento mi sembra proprio di aver dimenticato il periodo che stiamo vivendo. E mi sento leggero e avevo molto bisogno di questo senso di leggerezza che ultimamente non riesco a provare, perché comunque la paura della pandemia mi ha veramente provato tanto... mi sento quasi distaccato, comunque ancora metto un distacco dalle persone, mentre invece stasera mi sembra di vivere come vivevo fino a un anno e mezzo fa. E sono contento, stasera provo proprio una sensazione di felicità perché mi sembra di vivere, cosa che ultimamente non mi sembra. Un po' forse sicuramente dovuto anche al lavoro che mi stressa tanto perché con tutte queste restrizioni, fare il capotreno è veramente complicato. Quindi forse il fatto che oggi non ho lavorato mi fa stare bene. Comunque c'è una bella atmosfera, l'area del crepuscolo, una piazza con tante persone... ecco le persone mi riportano forse un po' a pensare appena incontro altre persone estranee dico oddio però qui sembra che non c'è niente e invece c'è, siamo dentro una pandemia, però stasera sono contento, mi sento leggero. E quindi è una sensazione molto piacevole.;647;W;96;0;1499;0;0;W;88;1;0;;;;W;90;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL142;;;Allora oggi mi sento bene. Ho meno preoccupazioni rispetto a ieri. E oggi faccio insomma un giretto, una passeggiata, vado in palestra. Nel complesso, quindi sono sereno, ho anche dormito un po' più del solito. Quindi mi sento più riposato. E quindi niente, nessun pensiero particolare.;648;W;90;0;286;0;0;W;90;1;0;;;;W;91;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL083;DL083;;Ero con la mia famiglia qui a [PLACE1] in centro, però c’erano anche altre persone e in particolare c’era mio cugino [NAME1] che camminava per la strada vestito da bambino piccolo era molto buffo, si diceva insieme a mio fratello. Però [PLACE1] non sembra [PLACE1] ovviamente, era un centro diverso ehm un misto tra Firenze e Prato, una condensazione di centri. E facevamo una passeggiata in centro sostanzialmente e arrivavamo poi ad un bar dove c’era scritto che facevano il tiramisù con la carne dentro una roba strana e infatti c’era scritto che il tiramisù lo servivano solo dopo aver cominciato anche la cucina. Era un bar dove potevi fare colazione però potevi anche pranzare quindi quando in cucina cominciavano a preparare per il pranzo allora preparavano anche il tiramisù e quindi potevi ordinarlo. Questo bar era fatto quasi tipo a tribuna di uno stadio e io dovevo andare in bagno e uno mi ha detto “ma che vai con così tanta calma?” e io “Cavolo oggi è anche festa che devo fare, devo andare veloce?” e questo mi fa “Eh effettivamente c’hai ragione”. C’era un cane, durante la passeggiata si incontrarono altre persone in bicicletta di cui una donna con un cane e c’era [NAME1] e c’era anche un’altra bambina piccola dell’età di [NAME1] però era con noi ma non so chi fosse e accarezzavano questo cane. ;649;D;88;0;1317;1;1;D;85;1;0;;;;D;85;0;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL021;;;Davanti al computer, e smadonnavo contro la presentazione che sto cercando di fare. No seriamente notavo di avere le spalle particolarmente contratte e tese. Mentre mangiavo cioccolato all'arancia stavo pensando che devo trovare un modo per non stressarmi perché sennò rischia di diventare un cazzo di peso poi fare il PhD, se ogni volta che devo fare una presentazione mi piglio così male e mi sento così in ansia e così via. Cos'altro. Boh, è un continuo, adesso sì, sperimentavo un po' di cose a livello di PowerPoint, vedevo un po' di forme che si possono dare, cambiavo caratteri, eccetera, giocavo un po' notavo che per terra ci sono anche delle cose che devo raccogliere. E quando [NAME1] una ragazza mi ha chiesto se volevo fare yoga ho pensato che sì, lo faccio, però al contempo pensavo che questo mi sottraeva tempo alla presentazione. E quindi ero un po' con ok lo faccio, però con un po' di senso tipo di boh dovrei fare questo però so che boh andare avanti tutto il giorno non mi fa bene. Insomma un po' di cose di questo genere. No mentalmente questo, un po' di sensazioni di freddo ai piedi, un po' di stanchezza sugli occhi. Non sto dormendo così bene stavo pensando. E niente, più o meno questo.;650;W;95;0;1213;0;0;W;88;1;0;;;;W;90;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
